Ticker;Company;Sector;Industry;Price;Market Cap;Currency;Exchange;Avg Volume;Avg Dollar Volume;Liquidity
RR;Richtech Robotics Inc.;INDUSTRIALS;Specialty Industrial Machinery;1.895;423714368.0;USD;NCM;11127925.0;21087418.0;HOCH
GLAD;Gladstone Capital Corporation;FINANCIALS;Asset Management;18.65;421360704.0;USD;NMS;190800.0;3558420.0;MITTEL
DBAN.DE;Deutsche Beteiligungs AG      N;FINANCIALS;Asset Management;23.0;409440288.0;EUR;GER;13891.0;319493.0;NIEDRIG
SPT;Sprout Social, Inc;SOFTWARE;Software - Application;6.745;405411840.0;USD;NCM;1487814.0;10035305.0;HOCH
UROY;Uranium Royalty Corp.;URANIUM;Uranium;2.735;400930496.0;USD;NCM;2570041.0;7029062.0;HOCH
MVST;Microvast Holdings, Inc.;CONSUMER CYCLICAL;Auto Parts;1.165;388128320.0;USD;NCM;4523748.0;5270166.0;HOCH
FVRR;Fiverr International Ltd.;COMMUNICATION;Internet Content & Information;10.62;381796736.0;USD;NYQ;892369.0;9476959.0;HOCH
DR0.DE;Deutsche Rohstoff AG          N;ENERGY;Oil & Gas E&P;77.9;373144192.0;EUR;GER;25491.0;1985749.0;MITTEL
F3C.DE;SFC Energy AG                 I;INDUSTRIALS;Electrical Equipment & Parts;20.95;364487616.0;EUR;GER;89227.0;1869306.0;MITTEL
ABAT;American Battery Technology Com;INDUSTRIALS;Waste Management;2.665;363544416.0;USD;NCM;6148491.0;16385729.0;HOCH
ASYS;Amtech Systems, Inc.;SEMICONDUCTOR;Semiconductor Equipment & Materials;19.47;340415424.0;USD;NMS;333169.0;6486800.0;HOCH
SES;SES AI Corporation;CONSUMER CYCLICAL;Auto Parts;0.9003;332465824.0;USD;NYQ;8974017.0;8079308.0;HOCH
SPCE;Virgin Galactic Holdings, Inc.;DEFENSE;Aerospace & Defense;2.735;304096256.0;USD;NYQ;30280204.0;82816358.0;HOCH
SENS;Senseonics Holdings, Inc.;HEALTHCARE;Medical Devices;5.76;300689088.0;USD;NMS;731095.0;4211107.0;MITTEL
LTBR;Lightbridge Corporation;INDUSTRIALS;Electrical Equipment & Parts;8.915;292808608.0;USD;NCM;908219.0;8096772.0;HOCH
ETG.DE;EnviTec Biogas AG             I;UTILITIES;Utilities - Renewable;19.2;285120000.0;EUR;GER;2386.0;45811.0;NIEDRIG
PDYN;Palladyne AI Corp.;SOFTWARE;Software - Infrastructure;5.8806;277824384.0;USD;NGM;1803664.0;10606627.0;HOCH
EU;enCore Energy Corp.;URANIUM;Uranium;1.385;269012704.0;USD;NCM;2961982.0;4102345.0;MITTEL
LTRX;Lantronix, Inc.;TECHNOLOGY;Communication Equipment;5.585;249139008.0;USD;NCM;994696.0;5555377.0;HOCH
EVTL;Vertical Aerospace Ltd.;DEFENSE;Aerospace & Defense;1.8617;237046544.0;USD;NYQ;3610464.0;6721601.0;HOCH
VUZI;Vuzix Corporation;TECHNOLOGY;Consumer Electronics;2.799;232759968.0;USD;NCM;1773046.0;4962756.0;MITTEL
SCM;Stellus Capital Investment Corp;FINANCIALS;Asset Management;8.01;231867504.0;USD;NYQ;168133.0;1346745.0;MITTEL
EGHT;8x8 Inc;SOFTWARE;Software - Application;1.635;230845280.0;USD;NMS;1608138.0;2629306.0;MITTEL
CDXS;Codexis, Inc.;BIOTECH;Biotechnology;2.3;209062096.0;USD;NMS;1107703.0;2547717.0;MITTEL
BZAI;Blaize Holdings, Inc.;SOFTWARE;Software - Application;1.425;202776720.0;USD;NGM;10507453.0;14973121.0;HOCH
ARCT;Arcturus Therapeutics Holdings ;BIOTECH;Biotechnology;7.1;201803776.0;USD;NGM;423635.0;3007808.0;MITTEL
OTLK;Outlook Therapeutics, Inc.;BIOTECH;Biotechnology;1.65;199424352.0;USD;NCM;18429930.0;30409384.0;HOCH
QMCO;Quantum Corporation;TECHNOLOGY;Computer Hardware;13.555;198418480.0;USD;NGM;926448.0;12558003.0;HOCH
DPRO;Draganfly Inc.;TECHNOLOGY;Computer Hardware;5.08;187365312.0;USD;NCM;1890606.0;9604278.0;HOCH
0660.HK;WAI CHUN BIOTEC;MATERIALS;Chemicals;0.5;183821552.0;HKD;HKG;1967635.0;983818.0;NIEDRIG
QSI;Quantum-Si Incorporated;HEALTHCARE;Medical Devices;0.8365;182156368.0;USD;NGM;5797272.0;4849418.0;MITTEL
4X0.VI;Steyr Motors AG;DEFENSE;Aerospace & Defense;31.84;165568000.0;EUR;VIE;2376.0;75652.0;NIEDRIG
4X0.DE;Steyr Motors AG               I;DEFENSE;Aerospace & Defense;31.62;164424000.0;EUR;GER;9906.0;313228.0;NIEDRIG
CA1.DE;Circus SE                     I;SOFTWARE;Software - Infrastructure;5.9;140350400.0;EUR;GER;62982.0;371594.0;NIEDRIG
ADE.DE;Bitcoin Group SE              I;FINANCIALS;Asset Management;26.46;132299992.0;EUR;GER;16582.0;438760.0;NIEDRIG
INVZ;Innoviz Technologies Ltd.;CONSUMER CYCLICAL;Auto Parts;0.5816;128746080.0;USD;NCM;2943953.0;1712203.0;MITTEL
VERI;Veritone, Inc.;SOFTWARE;Software - Infrastructure;1.335;124094128.0;USD;NGM;2944646.0;3931102.0;MITTEL
93M1.DE;MPH Health Care AG            I;FINANCIALS;Asset Management;28.3;121163160.0;EUR;GER;2109.0;59685.0;NIEDRIG
LI.V;AMERICAN LITHIUM CORP;MATERIALS;Other Industrial Metals & Mining;0.445;113770760.0;CAD;VAN;164255.0;73093.0;NIEDRIG
AISP;Airship AI Holdings, Inc;SOFTWARE;Software - Infrastructure;2.835;97636152.0;USD;NGM;579350.0;1642457.0;MITTEL
MWB0.F;mwb fairtrade Wphdlsbank AG   N;FINANCIALS;Capital Markets;11.5;85621080.0;EUR;FRA;17.0;196.0;NIEDRIG
REKR;Rekor Systems, Inc.;SOFTWARE;Software - Infrastructure;0.6088;83775816.0;USD;NCM;3278514.0;1995959.0;MITTEL
STEM;Stem, Inc.;UTILITIES;Utilities - Renewable;7.455;66774084.0;USD;NYQ;152559.0;1137327.0;MITTEL
LIDR;AEye, Inc.;SOFTWARE;Software - Infrastructure;1.32;61135564.0;USD;NCM;3036658.0;4008389.0;MITTEL
OPTT;Ocean Power Technologies, Inc.;INDUSTRIALS;Specialty Industrial Machinery;0.2652;60471812.0;USD;ASE;4142101.0;1098485.0;MITTEL
UAVS;AgEagle Aerial Systems, Inc.;TECHNOLOGY;Computer Hardware;0.848;49690356.0;USD;ASE;2686300.0;2277982.0;MITTEL
VRL.DE;net digital AG                I;SOFTWARE;Software - Application;14.5;31092060.0;EUR;GER;1866.0;27057.0;NIEDRIG
QNTM;Quantum Biopharma Ltd.;BIOTECH;Biotechnology;3.935;25178676.0;USD;NCM;447946.0;1762668.0;MITTEL
QBTQ.CN;SuperQQuaComp;SOFTWARE;Software - Infrastructure;0.75;23068430.0;CAD;CNQ;61595.0;46196.0;NIEDRIG
CXAI;CXApp Inc.;SOFTWARE;Software - Application;0.1757;19166524.0;USD;NCM;23555477.0;4138697.0;MITTEL
QBTQF;SUPERQ QUANTUM COMPUTING INC;SOFTWARE;Software - Infrastructure;0.5337;16415494.0;USD;OQB;25690.0;13711.0;NIEDRIG
DFNS;T3 Defense Inc.;DEFENSE;Aerospace & Defense;0.1678;15912890.0;USD;NGM;9968541.0;1672721.0;MITTEL
25X.F;SuperQ Quantum Computing Inc. R;SOFTWARE;Software - Infrastructure;0.446;13718026.0;EUR;FRA;906.0;404.0;NIEDRIG
BUG;Global X Cybersecurity ETF;OTHER;-;34.1599;;USD;NGM;1132012.0;38669417.0;HOCH
CIBR;First Trust NASDAQ Cybersecurit;OTHER;-;83.5027;;USD;NGM;1663248.0;138885699.0;HOCH
CL2.PA;Amundi MSCI USA Daily (2x) Leve;OTHER;-;30.62;;EUR;PAR;43385.0;1328449.0;MITTEL
CMOE.MI;INVESCO BLOOM COMMODIT UCITS ET;OTHER;-;60.22;;EUR;MIL;3842.0;231365.0;NIEDRIG
DFEN.DE;VanEck ETFs-VanEck Defense ETFR;OTHER;-;50.53;;EUR;GER;176658.0;8926529.0;HOCH
DMTX;Dimension Therapeutics, Inc.;OTHER;-;;;;YHD;;;UNBEKANNT
DN3.F;Metaplanet Inc.               R;OTHER;-;1.1812;;EUR;FRA;118183.0;139598.0;NIEDRIG
FM;iShares Frontier and Select EM ;OTHER;-;27.19;;USD;PCX;39251.0;1067235.0;MITTEL
HACK;Amplify Cybersecurity ETF;OTHER;-;95.93;;USD;PCX;133745.0;12830158.0;HOCH
IUIT.L;ISHARES V PUBLIC LIMITED COMPAN;OTHER;-;49.15;;USD;LSE;564423.0;27741390.0;HOCH
LQQ.PA;Amundi Nasdaq-100 Daily (2x) Le;OTHER;-;1972.6;;EUR;PAR;3652.0;7203935.0;HOCH
MBH3.DE;Maschinenfabrik Berthold Hermle AG;OTHER;-;;;;YHD;;;UNBEKANNT
NLM.DE;Frosta AG;OTHER;-;;;;YHD;;;UNBEKANNT
QDVE.DE;iShsV-S&P 500 Inf.Te.Sec.U.ETFR;OTHER;-;43.325;;EUR;GER;439993.0;19062697.0;HOCH
QUTM.DE;VanEck ETF-Quantum Computing  R;OTHER;-;27.2;;EUR;GER;91166.0;2479715.0;MITTEL
QYLD.L;GLOBAL X ETFS ICAV GLOBAL X NAS;OTHER;-;16.846;;USD;LSE;57586.0;970094.0;NIEDRIG
ROBO;ROBO Global Robotics and Automa;OTHER;-;81.81;;USD;PCX;226251.0;18509594.0;HOCH
SCWX.DE;Scalable MSCI AC Wld XtrackersA;OTHER;-;11.806;;EUR;GER;148725.0;1755847.0;MITTEL
SGLN.L;ISHARES PHYSICAL METALS PLC ISH;OTHER;-;5906.0;;GBp;LSE;372115.0;2197711190.0;HOCH
SMSN.IL;SAMSUNG ELECTRONICS CO LTD (ATT;TECHNOLOGY;Consumer Electronics;5440.0;;USD;IOB;24451.0;133013440.0;HOCH
SSLN.L;ISHARES PHYSICAL METALS PLC ISH;OTHER;-;4266.0;;GBp;LSE;422834.0;1803809844.0;HOCH
XAD6.DE;DB ETC PLC                    E;OTHER;-;485.44;;EUR;GER;3356.0;1629137.0;MITTEL
XMAW.DE;Xtr.(IE)-MSCI AC World Sc.    R;OTHER;-;49.835;;EUR;GER;41286.0;2057488.0;MITTEL
